,Unnamed: 0,Port Name,State,Port Code,Border,Date,Measure,Value,Location,location_x,location_y,year,month,agg_month,day_of_the_week,is_week_day
5394,5394,Roma,Texas,2310,US-Mexico Border,2018-09-01,Pedestrians,16943,POINT (-99.01833 26.40361),-99.01833,26.403609999999997,2018,9,273,5,0
5398,5398,San Ysidro,California,2504,US-Mexico Border,2018-09-01,Bus Passengers,4052,POINT (-117.02666999999998 32.54306),-117.02667,32.54306,2018,9,273,5,0
5630,5630,Nogales,Arizona,2604,US-Mexico Border,2018-08-01,Rail Containers Empty,3097,POINT (-110.93361 31.340279999999996),-110.93361000000002,31.34028,2018,8,272,2,1
5633,5633,Nogales,Arizona,2604,US-Mexico Border,2018-08-01,Pedestrians,291218,POINT (-110.93361 31.340279999999996),-110.93361000000002,31.34028,2018,8,272,2,1
5643,5643,Roma,Texas,2310,US-Mexico Border,2018-08-01,Personal Vehicle Passengers,120033,POINT (-99.01833 26.40361),-99.01833,26.403609999999997,2018,8,272,2,1
5648,5648,Del Rio,Texas,2302,US-Mexico Border,2018-08-01,Personal Vehicles,137906,POINT (-100.89639 29.3625),-100.89639,29.3625,2018,8,272,2,1
5672,5672,Andrade,California,2502,US-Mexico Border,2018-08-01,Pedestrians,36757,POINT (-114.63402 32.7394),-114.63401999999999,32.7394,2018,8,272,2,1
5684,5684,Laredo,Texas,2304,US-Mexico Border,2018-08-01,Buses,3657,POINT (-99.50722 27.50611),-99.50721999999999,27.506109999999996,2018,8,272,2,1
5686,5686,Roma,Texas,2310,US-Mexico Border,2018-08-01,Truck Containers Full,52,POINT (-99.01833 26.40361),-99.01833,26.403609999999997,2018,8,272,2,1
5732,5732,San Luis,Arizona,2608,US-Mexico Border,2018-08-01,Buses,20,POINT (-114.78139000000002 32.48694),-114.78138999999999,32.486940000000004,2018,8,272,2,1
5736,5736,Nogales,Arizona,2604,US-Mexico Border,2018-08-01,Truck Containers Full,13124,POINT (-110.93361 31.340279999999996),-110.93361000000002,31.34028,2018,8,272,2,1
5742,5742,Santa Teresa,New Mexico,2408,US-Mexico Border,2018-08-01,Pedestrians,13954,POINT (-106.67903 31.850000000000005),-106.67903000000001,31.850000000000005,2018,8,272,2,1
5763,5763,Presidio,Texas,2403,US-Mexico Border,2018-08-01,Personal Vehicle Passengers,126484,POINT (-104.37167 29.56056),-104.37167,29.56056,2018,8,272,2,1
5797,5797,Nogales,Arizona,2604,US-Mexico Border,2018-08-01,Personal Vehicles,309156,POINT (-110.93361 31.340279999999996),-110.93361000000002,31.34028,2018,8,272,2,1
5805,5805,Laredo,Texas,2304,US-Mexico Border,2018-08-01,Bus Passengers,119893,POINT (-99.50722 27.50611),-99.50721999999999,27.506109999999996,2018,8,272,2,1
6867,6867,Eagle Pass,Texas,2303,US-Mexico Border,2018-07-01,Rail Containers Full,13546,POINT (-100.49917 28.70889),-100.49916999999999,28.708890000000004,2018,7,271,6,0
6873,6873,Nogales,Arizona,2604,US-Mexico Border,2018-07-01,Rail Containers Empty,2949,POINT (-110.93361 31.340279999999996),-110.93361000000002,31.34028,2018,7,271,6,0
6874,6874,Tecate,California,2505,US-Mexico Border,2018-07-01,Truck Containers Empty,2240,POINT (-116.62667 32.57722),-116.62666999999999,32.577220000000004,2018,7,271,6,0
6891,6891,Hidalgo,Texas,2305,US-Mexico Border,2018-07-01,Trucks,52427,POINT (-98.26278 26.1),-98.26278,26.1,2018,7,271,6,0
6917,6917,Rio Grande City,Texas,2307,US-Mexico Border,2018-07-01,Pedestrians,5812,POINT (-98.82 26.37944),-98.82,26.379440000000002,2018,7,271,6,0
6983,6983,Calexico East,California,2507,US-Mexico Border,2018-07-01,Train Passengers,21,POINT (-115.48433000000001 32.67524),-115.48433,32.67524,2018,7,271,6,0
7000,7000,Eagle Pass,Texas,2303,US-Mexico Border,2018-07-01,Buses,346,POINT (-100.49917 28.70889),-100.49916999999999,28.708890000000004,2018,7,271,6,0
7049,7049,Nogales,Arizona,2604,US-Mexico Border,2018-07-01,Truck Containers Full,12551,POINT (-110.93361 31.340279999999996),-110.93361000000002,31.34028,2018,7,271,6,0
7078,7078,Laredo,Texas,2304,US-Mexico Border,2018-07-01,Trains,366,POINT (-99.50722 27.50611),-99.50721999999999,27.506109999999996,2018,7,271,6,0
7100,7100,Hidalgo,Texas,2305,US-Mexico Border,2018-07-01,Buses,1854,POINT (-98.26278 26.1),-98.26278,26.1,2018,7,271,6,0
7109,7109,Calexico East,California,2507,US-Mexico Border,2018-07-01,Trucks,31070,POINT (-115.48433000000001 32.67524),-115.48433,32.67524,2018,7,271,6,0
8678,8678,Tornillo-Fabens,Texas,2404,US-Mexico Border,2018-05-01,Pedestrians,3886,POINT (-106.15806 31.502219999999998),-106.15806,31.50222,2018,5,269,1,1
8735,8735,Calexico,California,2503,US-Mexico Border,2018-05-01,Pedestrians,365418,POINT (-115.49806000000001 32.67889),-115.49806000000001,32.67889,2018,5,269,1,1
8750,8750,El Paso,Texas,2402,US-Mexico Border,2018-05-01,Rail Containers Empty,5517,POINT (-106.48639 31.758610000000004),-106.48638999999999,31.758610000000004,2018,5,269,1,1
8752,8752,Naco,Arizona,2603,US-Mexico Border,2018-05-01,Pedestrians,13009,POINT (-109.9475 31.335280000000004),-109.9475,31.335280000000004,2018,5,269,1,1
8772,8772,Brownsville,Texas,2301,US-Mexico Border,2018-05-01,Truck Containers Full,13278,POINT (-97.49722 25.90139),-97.49722,25.90139,2018,5,269,1,1
8775,8775,Tecate,California,2505,US-Mexico Border,2018-05-01,Personal Vehicles,94682,POINT (-116.62667 32.57722),-116.62666999999999,32.577220000000004,2018,5,269,1,1
8779,8779,El Paso,Texas,2402,US-Mexico Border,2018-05-01,Trucks,70735,POINT (-106.48639 31.758610000000004),-106.48638999999999,31.758610000000004,2018,5,269,1,1
8784,8784,Roma,Texas,2310,US-Mexico Border,2018-04-01,Trucks,583,POINT (-99.01833 26.40361),-99.01833,26.403609999999997,2018,4,268,6,0
8795,8795,Brownsville,Texas,2301,US-Mexico Border,2018-04-01,Truck Containers Full,12636,POINT (-97.49722 25.90139),-97.49722,25.90139,2018,4,268,6,0
8797,8797,Otay Mesa,California,2506,US-Mexico Border,2018-04-01,Personal Vehicle Passengers,1180816,POINT (-117.05333 32.57333),-117.05333,32.57333,2018,4,268,6,0
8829,8829,Lukeville,Arizona,2602,US-Mexico Border,2018-04-01,Bus Passengers,206,POINT (-112.81500000000001 31.8825),-112.815,31.8825,2018,4,268,6,0
8831,8831,Santa Teresa,New Mexico,2408,US-Mexico Border,2018-04-01,Bus Passengers,207,POINT (-106.67903 31.850000000000005),-106.67903000000001,31.850000000000005,2018,4,268,6,0
8834,8834,San Luis,Arizona,2608,US-Mexico Border,2018-04-01,Personal Vehicle Passengers,507608,POINT (-114.78139000000002 32.48694),-114.78138999999999,32.486940000000004,2018,4,268,6,0
8895,8895,Progreso,Texas,2309,US-Mexico Border,2018-04-01,Pedestrians,80933,POINT (-97.94889 26.061670000000003),-97.94889,26.061670000000003,2018,4,268,6,0
8950,8950,Andrade,California,2502,US-Mexico Border,2018-04-01,Pedestrians,79927,POINT (-114.63402 32.7394),-114.63401999999999,32.7394,2018,4,268,6,0
9004,9004,Laredo,Texas,2304,US-Mexico Border,2018-04-01,Rail Containers Full,20364,POINT (-99.50722 27.50611),-99.50721999999999,27.506109999999996,2018,4,268,6,0
9010,9010,Calexico East,California,2507,US-Mexico Border,2018-04-01,Bus Passengers,8800,POINT (-115.48433000000001 32.67524),-115.48433,32.67524,2018,4,268,6,0
9016,9016,Eagle Pass,Texas,2303,US-Mexico Border,2018-04-01,Buses,195,POINT (-100.49917 28.70889),-100.49916999999999,28.708890000000004,2018,4,268,6,0
9019,9019,Rio Grande City,Texas,2307,US-Mexico Border,2018-04-01,Truck Containers Full,2960,POINT (-98.82 26.37944),-98.82,26.379440000000002,2018,4,268,6,0
9021,9021,Otay Mesa,California,2506,US-Mexico Border,2018-04-01,Truck Containers Full,62580,POINT (-117.05333 32.57333),-117.05333,32.57333,2018,4,268,6,0
9498,9498,Tecate,California,2505,US-Mexico Border,2018-04-01,Personal Vehicles,92215,POINT (-116.62667 32.57722),-116.62666999999999,32.577220000000004,2018,4,268,6,0
9653,9653,Presidio,Texas,2403,US-Mexico Border,2018-03-01,Trucks,666,POINT (-104.37167 29.56056),-104.37167,29.56056,2018,3,267,3,1
9665,9665,Naco,Arizona,2603,US-Mexico Border,2018-03-01,Truck Containers Full,119,POINT (-109.9475 31.335280000000004),-109.9475,31.335280000000004,2018,3,267,3,1
9670,9670,Presidio,Texas,2403,US-Mexico Border,2018-03-01,Truck Containers Empty,337,POINT (-104.37167 29.56056),-104.37167,29.56056,2018,3,267,3,1
9672,9672,Santa Teresa,New Mexico,2408,US-Mexico Border,2018-03-01,Pedestrians,13874,POINT (-106.67903 31.850000000000005),-106.67903000000001,31.850000000000005,2018,3,267,3,1
9674,9674,Douglas,Arizona,2601,US-Mexico Border,2018-03-01,Personal Vehicles,155297,POINT (-109.54472 31.344439999999995),-109.54472,31.344439999999995,2018,3,267,3,1
9689,9689,Rio Grande City,Texas,2307,US-Mexico Border,2018-03-01,Pedestrians,5173,POINT (-98.82 26.37944),-98.82,26.379440000000002,2018,3,267,3,1
9723,9723,Calexico East,California,2507,US-Mexico Border,2018-03-01,Truck Containers Empty,13607,POINT (-115.48433000000001 32.67524),-115.48433,32.67524,2018,3,267,3,1
9784,9784,Tornillo-Fabens,Texas,2404,US-Mexico Border,2018-03-01,Pedestrians,3176,POINT (-106.15806 31.502219999999998),-106.15806,31.50222,2018,3,267,3,1
9851,9851,Eagle Pass,Texas,2303,US-Mexico Border,2018-03-01,Buses,178,POINT (-100.49917 28.70889),-100.49916999999999,28.708890000000004,2018,3,267,3,1
9930,9930,Calexico East,California,2507,US-Mexico Border,2018-03-01,Rail Containers Full,23,POINT (-115.48433000000001 32.67524),-115.48433,32.67524,2018,3,267,3,1
11269,11269,Tecate,California,2505,US-Mexico Border,2018-01-01,Trucks,4836,POINT (-116.62667 32.57722),-116.62666999999999,32.577220000000004,2018,1,265,0,1
11307,11307,Douglas,Arizona,2601,US-Mexico Border,2018-01-01,Bus Passengers,2461,POINT (-109.54472 31.344439999999995),-109.54472,31.344439999999995,2018,1,265,0,1
11332,11332,Columbus,New Mexico,2406,US-Mexico Border,2018-01-01,Truck Containers Full,288,POINT (-107.63944 31.827499999999997),-107.63944,31.8275,2018,1,265,0,1
11336,11336,Lukeville,Arizona,2602,US-Mexico Border,2018-01-01,Buses,40,POINT (-112.81500000000001 31.8825),-112.815,31.8825,2018,1,265,0,1
11354,11354,Brownsville,Texas,2301,US-Mexico Border,2018-01-01,Rail Containers Empty,7398,POINT (-97.49722 25.90139),-97.49722,25.90139,2018,1,265,0,1
11357,11357,Del Rio,Texas,2302,US-Mexico Border,2018-01-01,Truck Containers Full,4750,POINT (-100.89639 29.3625),-100.89639,29.3625,2018,1,265,0,1
11384,11384,Naco,Arizona,2603,US-Mexico Border,2018-01-01,Personal Vehicle Passengers,43277,POINT (-109.9475 31.335280000000004),-109.9475,31.335280000000004,2018,1,265,0,1
11404,11404,Progreso,Texas,2309,US-Mexico Border,2018-01-01,Personal Vehicle Passengers,222113,POINT (-97.94889 26.061670000000003),-97.94889,26.061670000000003,2018,1,265,0,1
11427,11427,Eagle Pass,Texas,2303,US-Mexico Border,2018-01-01,Pedestrians,75176,POINT (-100.49917 28.70889),-100.49916999999999,28.708890000000004,2018,1,265,0,1
11439,11439,Douglas,Arizona,2601,US-Mexico Border,2018-01-01,Trucks,2373,POINT (-109.54472 31.344439999999995),-109.54472,31.344439999999995,2018,1,265,0,1
11492,11492,Cross Border Xpress,California,2582,US-Mexico Border,2018-01-01,Pedestrians,121102,POINT (-116.975 32.54722),-116.975,32.54722,2018,1,265,0,1
11507,11507,Eagle Pass,Texas,2303,US-Mexico Border,2018-01-01,Truck Containers Empty,2600,POINT (-100.49917 28.70889),-100.49916999999999,28.708890000000004,2018,1,265,0,1
11546,11546,Roma,Texas,2310,US-Mexico Border,2018-01-01,Personal Vehicle Passengers,128030,POINT (-99.01833 26.40361),-99.01833,26.403609999999997,2018,1,265,0,1
11549,11549,El Paso,Texas,2402,US-Mexico Border,2018-01-01,Trucks,65315,POINT (-106.48639 31.758610000000004),-106.48638999999999,31.758610000000004,2018,1,265,0,1
11601,11601,Douglas,Arizona,2601,US-Mexico Border,2018-01-01,Truck Containers Full,1810,POINT (-109.54472 31.344439999999995),-109.54472,31.344439999999995,2018,1,265,0,1
11610,11610,Nogales,Arizona,2604,US-Mexico Border,2018-01-01,Train Passengers,244,POINT (-110.93361 31.340279999999996),-110.93361000000002,31.34028,2018,1,265,0,1
11665,11665,Laredo,Texas,2304,US-Mexico Border,2018-01-01,Pedestrians,238479,POINT (-99.50722 27.50611),-99.50721999999999,27.506109999999996,2018,1,265,0,1
11667,11667,Presidio,Texas,2403,US-Mexico Border,2018-01-01,Trucks,852,POINT (-104.37167 29.56056),-104.37167,29.56056,2018,1,265,0,1
11674,11674,Douglas,Arizona,2601,US-Mexico Border,2018-01-01,Buses,211,POINT (-109.54472 31.344439999999995),-109.54472,31.344439999999995,2018,1,265,0,1
11682,11682,Calexico,California,2503,US-Mexico Border,2018-01-01,Pedestrians,368697,POINT (-115.49806000000001 32.67889),-115.49806000000001,32.67889,2018,1,265,0,1
11692,11692,Otay Mesa,California,2506,US-Mexico Border,2018-01-01,Truck Containers Full,53041,POINT (-117.05333 32.57333),-117.05333,32.57333,2018,1,265,0,1
11727,11727,Roma,Texas,2310,US-Mexico Border,2018-01-01,Personal Vehicles,64685,POINT (-99.01833 26.40361),-99.01833,26.403609999999997,2018,1,265,0,1
11728,11728,Tecate,California,2505,US-Mexico Border,2018-01-01,Personal Vehicles,87954,POINT (-116.62667 32.57722),-116.62666999999999,32.577220000000004,2018,1,265,0,1
11730,11730,Otay Mesa,California,2506,US-Mexico Border,2018-01-01,Buses,2173,POINT (-117.05333 32.57333),-117.05333,32.57333,2018,1,265,0,1
11751,11751,Douglas,Arizona,2601,US-Mexico Border,2018-01-01,Personal Vehicles,146131,POINT (-109.54472 31.344439999999995),-109.54472,31.344439999999995,2018,1,265,0,1
11775,11775,San Luis,Arizona,2608,US-Mexico Border,2018-01-01,Personal Vehicles,294516,POINT (-114.78139000000002 32.48694),-114.78138999999999,32.486940000000004,2018,1,265,0,1
11791,11791,San Luis,Arizona,2608,US-Mexico Border,2018-01-01,Personal Vehicle Passengers,535446,POINT (-114.78139000000002 32.48694),-114.78138999999999,32.486940000000004,2018,1,265,0,1
11812,11812,Otay Mesa,California,2506,US-Mexico Border,2018-01-01,Bus Passengers,2251,POINT (-117.05333 32.57333),-117.05333,32.57333,2018,1,265,0,1
11820,11820,Tecate,California,2505,US-Mexico Border,2018-01-01,Personal Vehicle Passengers,169421,POINT (-116.62667 32.57722),-116.62666999999999,32.577220000000004,2018,1,265,0,1
12443,12443,Eagle Pass,Texas,2303,US-Mexico Border,2017-12-01,Bus Passengers,5185,POINT (-100.49917 28.70889),-100.49916999999999,28.708890000000004,2017,12,264,4,1
12471,12471,San Ysidro,California,2504,US-Mexico Border,2017-12-01,Bus Passengers,5268,POINT (-117.02666999999998 32.54306),-117.02667,32.54306,2017,12,264,4,1
12514,12514,San Luis,Arizona,2608,US-Mexico Border,2017-12-01,Truck Containers Empty,754,POINT (-114.78139000000002 32.48694),-114.78138999999999,32.486940000000004,2017,12,264,4,1
12536,12536,El Paso,Texas,2402,US-Mexico Border,2017-12-01,Truck Containers Full,32520,POINT (-106.48639 31.758610000000004),-106.48638999999999,31.758610000000004,2017,12,264,4,1
12541,12541,Calexico East,California,2507,US-Mexico Border,2017-12-01,Truck Containers Full,16014,POINT (-115.48433000000001 32.67524),-115.48433,32.67524,2017,12,264,4,1
12584,12584,Calexico East,California,2507,US-Mexico Border,2017-12-01,Trains,18,POINT (-115.48433000000001 32.67524),-115.48433,32.67524,2017,12,264,4,1
12597,12597,Brownsville,Texas,2301,US-Mexico Border,2017-12-01,Truck Containers Empty,7062,POINT (-97.49722 25.90139),-97.49722,25.90139,2017,12,264,4,1
12605,12605,Calexico,California,2503,US-Mexico Border,2017-12-01,Personal Vehicles,384924,POINT (-115.49806000000001 32.67889),-115.49806000000001,32.67889,2017,12,264,4,1
12626,12626,Douglas,Arizona,2601,US-Mexico Border,2017-12-01,Truck Containers Empty,571,POINT (-109.54472 31.344439999999995),-109.54472,31.344439999999995,2017,12,264,4,1
12640,12640,Del Rio,Texas,2302,US-Mexico Border,2017-12-01,Truck Containers Empty,1165,POINT (-100.89639 29.3625),-100.89639,29.3625,2017,12,264,4,1
12665,12665,El Paso,Texas,2402,US-Mexico Border,2017-12-01,Trains,122,POINT (-106.48639 31.758610000000004),-106.48638999999999,31.758610000000004,2017,12,264,4,1
12719,12719,Tecate,California,2505,US-Mexico Border,2017-11-01,Pedestrians,65116,POINT (-116.62667 32.57722),-116.62666999999999,32.577220000000004,2017,11,263,2,1
12731,12731,Naco,Arizona,2603,US-Mexico Border,2017-11-01,Truck Containers Empty,134,POINT (-109.9475 31.335280000000004),-109.9475,31.335280000000004,2017,11,263,2,1
13218,13218,Hidalgo,Texas,2305,US-Mexico Border,2017-11-01,Personal Vehicles,346429,POINT (-98.26278 26.1),-98.26278,26.1,2017,11,263,2,1
13950,13950,Hidalgo,Texas,2305,US-Mexico Border,2017-10-01,Buses,1752,POINT (-98.26278 26.1),-98.26278,26.1,2017,10,262,6,0
13969,13969,El Paso,Texas,2402,US-Mexico Border,2017-10-01,Truck Containers Full,39779,POINT (-106.48639 31.758610000000004),-106.48638999999999,31.758610000000004,2017,10,262,6,0
14026,14026,Laredo,Texas,2304,US-Mexico Border,2017-10-01,Pedestrians,265817,POINT (-99.50722 27.50611),-99.50721999999999,27.506109999999996,2017,10,262,6,0
14027,14027,San Luis,Arizona,2608,US-Mexico Border,2017-10-01,Buses,21,POINT (-114.78139000000002 32.48694),-114.78138999999999,32.486940000000004,2017,10,262,6,0
14062,14062,San Luis,Arizona,2608,US-Mexico Border,2017-10-01,Personal Vehicles,284286,POINT (-114.78139000000002 32.48694),-114.78138999999999,32.486940000000004,2017,10,262,6,0
14071,14071,Douglas,Arizona,2601,US-Mexico Border,2017-10-01,Buses,177,POINT (-109.54472 31.344439999999995),-109.54472,31.344439999999995,2017,10,262,6,0
14144,14144,Douglas,Arizona,2601,US-Mexico Border,2017-10-01,Personal Vehicles,159376,POINT (-109.54472 31.344439999999995),-109.54472,31.344439999999995,2017,10,262,6,0
14180,14180,Lukeville,Arizona,2602,US-Mexico Border,2017-10-01,Truck Containers Empty,2,POINT (-112.81500000000001 31.8825),-112.815,31.8825,2017,10,262,6,0
14195,14195,Hidalgo,Texas,2305,US-Mexico Border,2017-10-01,Personal Vehicles,344481,POINT (-98.26278 26.1),-98.26278,26.1,2017,10,262,6,0
14211,14211,Calexico East,California,2507,US-Mexico Border,2017-10-01,Train Passengers,23,POINT (-115.48433000000001 32.67524),-115.48433,32.67524,2017,10,262,6,0
14226,14226,Nogales,Arizona,2604,US-Mexico Border,2017-10-01,Pedestrians,256906,POINT (-110.93361 31.340279999999996),-110.93361000000002,31.34028,2017,10,262,6,0
14243,14243,San Luis,Arizona,2608,US-Mexico Border,2017-10-01,Truck Containers Full,1427,POINT (-114.78139000000002 32.48694),-114.78138999999999,32.486940000000004,2017,10,262,6,0
14847,14847,Roma,Texas,2310,US-Mexico Border,2017-09-01,Buses,36,POINT (-99.01833 26.40361),-99.01833,26.403609999999997,2017,9,261,4,1
14902,14902,Rio Grande City,Texas,2307,US-Mexico Border,2017-09-01,Truck Containers Full,2368,POINT (-98.82 26.37944),-98.82,26.379440000000002,2017,9,261,4,1
14906,14906,Laredo,Texas,2304,US-Mexico Border,2017-09-01,Rail Containers Full,17934,POINT (-99.50722 27.50611),-99.50721999999999,27.506109999999996,2017,9,261,4,1
15011,15011,El Paso,Texas,2402,US-Mexico Border,2017-09-01,Pedestrians,519490,POINT (-106.48639 31.758610000000004),-106.48638999999999,31.758610000000004,2017,9,261,4,1
15024,15024,Laredo,Texas,2304,US-Mexico Border,2017-09-01,Buses,2837,POINT (-99.50722 27.50611),-99.50721999999999,27.506109999999996,2017,9,261,4,1
15034,15034,Brownsville,Texas,2301,US-Mexico Border,2017-09-01,Rail Containers Full,694,POINT (-97.49722 25.90139),-97.49722,25.90139,2017,9,261,4,1
15045,15045,Calexico East,California,2507,US-Mexico Border,2017-09-01,Personal Vehicles,303581,POINT (-115.48433000000001 32.67524),-115.48433,32.67524,2017,9,261,4,1
15115,15115,Naco,Arizona,2603,US-Mexico Border,2017-08-01,Truck Containers Full,159,POINT (-109.9475 31.335280000000004),-109.9475,31.335280000000004,2017,8,260,1,1
15162,15162,Lukeville,Arizona,2602,US-Mexico Border,2017-08-01,Bus Passengers,211,POINT (-112.81500000000001 31.8825),-112.815,31.8825,2017,8,260,1,1
15185,15185,Sasabe,Arizona,2606,US-Mexico Border,2017-08-01,Personal Vehicles,1715,POINT (-111.54139 31.48861),-111.54138999999999,31.488609999999998,2017,8,260,1,1
15230,15230,Douglas,Arizona,2601,US-Mexico Border,2017-08-01,Bus Passengers,2646,POINT (-109.54472 31.344439999999995),-109.54472,31.344439999999995,2017,8,260,1,1
15239,15239,San Luis,Arizona,2608,US-Mexico Border,2017-08-01,Buses,13,POINT (-114.78139000000002 32.48694),-114.78138999999999,32.486940000000004,2017,8,260,1,1
15254,15254,Brownsville,Texas,2301,US-Mexico Border,2017-08-01,Pedestrians,232586,POINT (-97.49722 25.90139),-97.49722,25.90139,2017,8,260,1,1
15280,15280,Brownsville,Texas,2301,US-Mexico Border,2017-08-01,Truck Containers Empty,7540,POINT (-97.49722 25.90139),-97.49722,25.90139,2017,8,260,1,1
15412,15412,El Paso,Texas,2402,US-Mexico Border,2017-08-01,Trucks,69984,POINT (-106.48639 31.758610000000004),-106.48638999999999,31.758610000000004,2017,8,260,1,1
15443,15443,Lukeville,Arizona,2602,US-Mexico Border,2017-08-01,Personal Vehicles,25695,POINT (-112.81500000000001 31.8825),-112.815,31.8825,2017,8,260,1,1
15770,15770,Rio Grande City,Texas,2307,US-Mexico Border,2017-08-01,Truck Containers Full,2320,POINT (-98.82 26.37944),-98.82,26.379440000000002,2017,8,260,1,1
15782,15782,Laredo,Texas,2304,US-Mexico Border,2017-08-01,Trains,361,POINT (-99.50722 27.50611),-99.50721999999999,27.506109999999996,2017,8,260,1,1
15833,15833,Laredo,Texas,2304,US-Mexico Border,2017-08-01,Bus Passengers,82475,POINT (-99.50722 27.50611),-99.50721999999999,27.506109999999996,2017,8,260,1,1
15871,15871,Brownsville,Texas,2301,US-Mexico Border,2017-08-01,Rail Containers Empty,5687,POINT (-97.49722 25.90139),-97.49722,25.90139,2017,8,260,1,1
15882,15882,Roma,Texas,2310,US-Mexico Border,2017-08-01,Truck Containers Empty,557,POINT (-99.01833 26.40361),-99.01833,26.403609999999997,2017,8,260,1,1
15890,15890,Del Rio,Texas,2302,US-Mexico Border,2017-08-01,Truck Containers Full,5408,POINT (-100.89639 29.3625),-100.89639,29.3625,2017,8,260,1,1
15911,15911,Progreso,Texas,2309,US-Mexico Border,2017-07-01,Truck Containers Empty,3682,POINT (-97.94889 26.061670000000003),-97.94889,26.061670000000003,2017,7,259,5,0
15916,15916,Santa Teresa,New Mexico,2408,US-Mexico Border,2017-07-01,Buses,29,POINT (-106.67903 31.850000000000005),-106.67903000000001,31.850000000000005,2017,7,259,5,0
15928,15928,Presidio,Texas,2403,US-Mexico Border,2017-07-01,Truck Containers Empty,327,POINT (-104.37167 29.56056),-104.37167,29.56056,2017,7,259,5,0
15932,15932,Calexico East,California,2507,US-Mexico Border,2017-07-01,Rail Containers Empty,585,POINT (-115.48433000000001 32.67524),-115.48433,32.67524,2017,7,259,5,0
15961,15961,San Ysidro,California,2504,US-Mexico Border,2017-07-01,Buses,2968,POINT (-117.02666999999998 32.54306),-117.02667,32.54306,2017,7,259,5,0
15968,15968,Calexico,California,2503,US-Mexico Border,2017-07-01,Personal Vehicle Passengers,644973,POINT (-115.49806000000001 32.67889),-115.49806000000001,32.67889,2017,7,259,5,0
16646,16646,San Ysidro,California,2504,US-Mexico Border,2017-07-01,Personal Vehicle Passengers,2164841,POINT (-117.02666999999998 32.54306),-117.02667,32.54306,2017,7,259,5,0
16681,16681,Brownsville,Texas,2301,US-Mexico Border,2017-07-01,Pedestrians,226348,POINT (-97.49722 25.90139),-97.49722,25.90139,2017,7,259,5,0
16721,16721,Brownsville,Texas,2301,US-Mexico Border,2017-06-01,Personal Vehicles,401764,POINT (-97.49722 25.90139),-97.49722,25.90139,2017,6,258,3,1
16751,16751,Nogales,Arizona,2604,US-Mexico Border,2017-06-01,Truck Containers Full,22829,POINT (-110.93361 31.340279999999996),-110.93361000000002,31.34028,2017,6,258,3,1
16764,16764,Nogales,Arizona,2604,US-Mexico Border,2017-06-01,Personal Vehicles,311341,POINT (-110.93361 31.340279999999996),-110.93361000000002,31.34028,2017,6,258,3,1
16770,16770,El Paso,Texas,2402,US-Mexico Border,2017-06-01,Pedestrians,548964,POINT (-106.48639 31.758610000000004),-106.48638999999999,31.758610000000004,2017,6,258,3,1
16814,16814,El Paso,Texas,2402,US-Mexico Border,2017-06-01,Bus Passengers,12859,POINT (-106.48639 31.758610000000004),-106.48638999999999,31.758610000000004,2017,6,258,3,1
16821,16821,Hidalgo,Texas,2305,US-Mexico Border,2017-06-01,Personal Vehicle Passengers,734590,POINT (-98.26278 26.1),-98.26278,26.1,2017,6,258,3,1
16838,16838,Roma,Texas,2310,US-Mexico Border,2017-06-01,Buses,30,POINT (-99.01833 26.40361),-99.01833,26.403609999999997,2017,6,258,3,1
16883,16883,El Paso,Texas,2402,US-Mexico Border,2017-06-01,Personal Vehicles,1031133,POINT (-106.48639 31.758610000000004),-106.48638999999999,31.758610000000004,2017,6,258,3,1
16905,16905,Brownsville,Texas,2301,US-Mexico Border,2017-06-01,Personal Vehicle Passengers,822733,POINT (-97.49722 25.90139),-97.49722,25.90139,2017,6,258,3,1
16910,16910,San Luis,Arizona,2608,US-Mexico Border,2017-06-01,Truck Containers Full,1441,POINT (-114.78139000000002 32.48694),-114.78138999999999,32.486940000000004,2017,6,258,3,1
17576,17576,Calexico East,California,2507,US-Mexico Border,2017-05-01,Trains,19,POINT (-115.48433000000001 32.67524),-115.48433,32.67524,2017,5,257,0,1
17578,17578,Otay Mesa,California,2506,US-Mexico Border,2017-05-01,Bus Passengers,4031,POINT (-117.05333 32.57333),-117.05333,32.57333,2017,5,257,0,1
17597,17597,Santa Teresa,New Mexico,2408,US-Mexico Border,2017-05-01,Trucks,10456,POINT (-106.67903 31.850000000000005),-106.67903000000001,31.850000000000005,2017,5,257,0,1
17672,17672,Rio Grande City,Texas,2307,US-Mexico Border,2017-05-01,Truck Containers Full,7056,POINT (-98.82 26.37944),-98.82,26.379440000000002,2017,5,257,0,1
17715,17715,Naco,Arizona,2603,US-Mexico Border,2017-05-01,Trucks,308,POINT (-109.9475 31.335280000000004),-109.9475,31.335280000000004,2017,5,257,0,1
17744,17744,Otay Mesa,California,2506,US-Mexico Border,2017-05-01,Personal Vehicles,662135,POINT (-117.05333 32.57333),-117.05333,32.57333,2017,5,257,0,1
19373,19373,Eagle Pass,Texas,2303,US-Mexico Border,2017-03-01,Bus Passengers,2302,POINT (-100.51 28.71),-100.51,28.71,2017,3,255,2,1
19382,19382,Hidalgo,Texas,2305,US-Mexico Border,2017-03-01,Trucks,56815,POINT (-98.27 26.1),-98.27,26.1,2017,3,255,2,1
